timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
823.00;90.00;Car.123;Lane_0;510.50;0.00;33.77;Car;510.50;-11.20
823.00;90.00;Car.124;Lane_0;293.14;0.00;34.28;Car;293.14;-11.20
823.00;90.00;Car.125;Lane_0;113.83;0.00;21.65;Car;113.83;-11.20
823.00;90.00;Car.126;Lane_0;17.89;0.00;7.39;Car;17.89;-11.20
823.00;90.00;FastCar.76;Lane_1;4440.70;0.00;33.78;FastCar;4440.70;-8.00
823.00;90.00;FastCar.77;Lane_1;4812.37;0.00;39.14;FastCar;4812.37;-8.00
823.00;90.00;FastCar.78;Lane_1;4547.92;0.00;40.17;FastCar;4547.92;-8.00
823.00;90.00;FastCar.79;Lane_1;4336.12;0.00;39.95;FastCar;4336.12;-8.00
823.00;90.00;FastCar.80;Lane_1;4246.46;0.00;39.68;FastCar;4246.46;-8.00
823.00;90.00;FastCar.81;Lane_1;4050.51;0.00;40.07;FastCar;4050.51;-8.00
823.00;90.00;FastCar.82;Lane_0;3815.54;0.00;38.75;FastCar;3815.54;-11.20
823.00;90.00;FastCar.83;Lane_1;3685.07;0.00;39.69;FastCar;3685.07;-8.00
823.00;90.00;FastCar.84;Lane_0;2706.93;0.00;33.73;FastCar;2706.93;-11.20
823.00;90.00;FastCar.85;Lane_1;2789.56;0.00;38.10;FastCar;2789.56;-8.00
823.00;90.00;FastCar.86;Lane_1;2423.52;0.00;38.43;FastCar;2423.52;-8.00
823.00;90.00;FastCar.87;Lane_1;2029.24;0.00;35.76;FastCar;2029.24;-8.00
823.00;90.00;FastCar.88;Lane_1;1469.76;0.00;40.00;FastCar;1469.76;-8.00
823.00;90.00;FastCar.89;Lane_1;1241.09;0.00;40.10;FastCar;1241.09;-8.00
823.00;90.00;FastCar.90;Lane_1;928.95;0.00;35.85;FastCar;928.95;-8.00
823.00;90.00;FastCar.91;Lane_0;678.57;0.00;32.85;FastCar;678.57;-11.20
823.00;90.00;FastCar.92;Lane_1;514.12;0.00;40.24;FastCar;514.12;-8.00
823.00;90.00;FastCar.93;Lane_0;234.83;0.00;33.41;FastCar;234.83;-11.20
823.00;90.00;FastCar.94;Lane_0;70.77;0.00;18.87;FastCar;70.77;-11.20
823.00;90.00;FastCar.95;Lane_0;3.10;0.00;0.00;FastCar;3.10;-11.20
823.00;90.00;SlowCar.25;Lane_0;4931.90;0.00;34.48;Car;4931.90;-11.20
823.00;90.00;SlowCar.26;Lane_0;4471.10;0.00;34.35;Car;4471.10;-11.20
823.00;90.00;SlowCar.27;Lane_0;3106.09;0.00;33.92;Car;3106.09;-11.20
823.00;90.00;SlowCar.28;Lane_0;2422.09;0.00;34.91;Car;2422.09;-11.20
823.00;90.00;SlowCar.29;Lane_0;1773.26;0.00;33.97;Car;1773.26;-11.20
824.00;90.00;Car.105;Lane_0;4815.35;0.00;33.66;Car;4815.35;-11.20
824.00;90.00;Car.106;Lane_0;4707.90;0.00;34.82;Car;4707.90;-11.20
824.00;90.00;Car.107;Lane_0;4297.92;0.00;34.43;Car;4297.92;-11.20
824.00;90.00;Car.108;Lane_0;4095.84;0.00;33.78;Car;4095.84;-11.20
824.00;90.00;Car.109;Lane_0;3481.85;0.00;30.80;Car;3481.85;-11.20
824.00;90.00;Car.110;Lane_1;3444.23;0.00;34.04;Car;3444.23;-8.00
824.00;90.00;Car.111;Lane_0;3007.73;0.00;34.23;Car;3007.73;-11.20
824.00;90.00;Car.112;Lane_0;2872.57;0.00;34.45;Car;2872.57;-11.20
824.00;90.00;Car.113;Lane_0;2653.14;0.00;34.00;Car;2653.14;-11.20
824.00;90.00;Car.114;Lane_0;2338.52;0.00;35.02;Car;2338.52;-11.20
824.00;90.00;Car.115;Lane_0;2237.67;0.00;34.02;Car;2237.67;-11.20
824.00;90.00;Car.116;Lane_0;2016.88;0.00;35.04;Car;2016.88;-11.20
824.00;90.00;Car.117;Lane_0;1687.58;0.00;34.09;Car;1687.58;-11.20
824.00;90.00;Car.118;Lane_0;1538.05;0.00;33.65;Car;1538.05;-11.20
824.00;90.00;Car.119;Lane_0;1438.93;0.00;35.04;Car;1438.93;-11.20
824.00;90.00;Car.120;Lane_0;1201.86;0.00;34.51;Car;1201.86;-11.20
824.00;90.00;Car.121;Lane_0;998.39;0.00;34.61;Car;998.39;-11.20
824.00;90.00;Car.122;Lane_0;765.91;0.00;32.45;Car;765.91;-11.20
824.00;90.00;Car.123;Lane_0;544.65;0.00;34.14;Car;544.65;-11.20
824.00;90.00;Car.124;Lane_0;328.03;0.00;34.89;Car;328.03;-11.20
824.00;90.00;Car.125;Lane_0;137.10;0.00;23.26;Car;137.10;-11.20
824.00;90.00;Car.126;Lane_0;27.97;0.00;10.08;Car;27.97;-11.20
824.00;90.00;FastCar.76;Lane_1;4475.29;0.00;34.58;FastCar;4475.29;-8.00
824.00;90.00;FastCar.77;Lane_1;4852.62;0.00;40.25;FastCar;4852.62;-8.00
824.00;90.00;FastCar.78;Lane_1;4587.73;0.00;39.82;FastCar;4587.73;-8.00
824.00;90.00;FastCar.79;Lane_1;4376.00;0.00;39.87;FastCar;4376.00;-8.00
824.00;90.00;FastCar.80;Lane_1;4286.42;0.00;39.97;FastCar;4286.42;-8.00
824.00;90.00;FastCar.81;Lane_1;4090.07;0.00;39.56;FastCar;4090.07;-8.00
824.00;90.00;FastCar.82;Lane_0;3854.70;0.00;39.16;FastCar;3854.70;-11.20
824.00;90.00;FastCar.83;Lane_0;3724.46;0.00;39.40;FastCar;3724.46;-11.20
824.00;90.00;FastCar.84;Lane_0;2741.27;0.00;34.33;FastCar;2741.27;-11.20
824.00;90.00;FastCar.85;Lane_1;2826.76;0.00;37.20;FastCar;2826.76;-8.00
824.00;90.00;FastCar.86;Lane_1;2463.03;0.00;39.51;FastCar;2463.03;-8.00
824.00;90.00;FastCar.87;Lane_1;2066.00;0.00;36.76;FastCar;2066.00;-8.00
824.00;90.00;FastCar.88;Lane_1;1508.70;0.00;38.94;FastCar;1508.70;-8.00
824.00;90.00;FastCar.89;Lane_1;1279.94;0.00;38.85;FastCar;1279.94;-8.00
824.00;90.00;FastCar.90;Lane_1;964.84;0.00;35.88;FastCar;964.84;-8.00
824.00;90.00;FastCar.91;Lane_0;712.26;0.00;33.69;FastCar;712.26;-11.20
824.00;90.00;FastCar.92;Lane_1;554.28;0.00;40.16;FastCar;554.28;-8.00
824.00;90.00;FastCar.93;Lane_0;270.02;0.00;35.19;FastCar;270.02;-11.20
824.00;90.00;FastCar.94;Lane_0;92.06;0.00;21.29;FastCar;92.06;-11.20
824.00;90.00;FastCar.95;Lane_0;6.41;0.00;3.31;FastCar;6.41;-11.20
824.00;90.00;SlowCar.25;Lane_0;4966.97;0.00;35.07;Car;4966.97;-11.20
824.00;90.00;SlowCar.26;Lane_0;4505.23;0.00;34.12;Car;4505.23;-11.20
824.00;90.00;SlowCar.27;Lane_0;3140.18;0.00;34.09;Car;3140.18;-11.20
824.00;90.00;SlowCar.28;Lane_0;2456.13;0.00;34.04;Car;2456.13;-11.20
824.00;90.00;SlowCar.29;Lane_0;1806.97;0.00;33.70;Car;1806.97;-11.20
825.00;90.00;Car.105;Lane_0;4849.99;0.00;34.64;Car;4849.99;-11.20
825.00;90.00;Car.106;Lane_0;4741.94;0.00;34.05;Car;4741.94;-11.20
825.00;90.00;Car.107;Lane_0;4332.02;0.00;34.10;Car;4332.02;-11.20
825.00;90.00;Car.108;Lane_0;4129.92;0.00;34.09;Car;4129.92;-11.20
825.00;90.00;Car.109;Lane_0;3512.09;0.00;30.24;Car;3512.09;-11.20
825.00;90.00;Car.110;Lane_1;3478.57;0.00;34.34;Car;3478.57;-8.00
825.00;90.00;Car.111;Lane_0;3041.83;0.00;34.09;Car;3041.83;-11.20
825.00;90.00;Car.112;Lane_0;2906.61;0.00;34.04;Car;2906.61;-11.20
825.00;90.00;Car.113;Lane_0;2688.23;0.00;35.09;Car;2688.23;-11.20
825.00;90.00;Car.114;Lane_0;2372.70;0.00;34.18;Car;2372.70;-11.20
825.00;90.00;Car.115;Lane_0;2271.97;0.00;34.31;Car;2271.97;-11.20
825.00;90.00;Car.116;Lane_0;2051.08;0.00;34.20;Car;2051.08;-11.20
825.00;90.00;Car.117;Lane_0;1721.69;0.00;34.11;Car;1721.69;-11.20
825.00;90.00;Car.118;Lane_0;1572.65;0.00;34.60;Car;1572.65;-11.20
825.00;90.00;Car.119;Lane_0;1473.66;0.00;34.73;Car;1473.66;-11.20
825.00;90.00;Car.120;Lane_0;1236.54;0.00;34.68;Car;1236.54;-11.20
825.00;90.00;Car.121;Lane_0;1032.86;0.00;34.46;Car;1032.86;-11.20
825.00;90.00;Car.122;Lane_0;799.22;0.00;33.31;Car;799.22;-11.20
825.00;90.00;Car.123;Lane_0;579.11;0.00;34.47;Car;579.11;-11.20
825.00;90.00;Car.124;Lane_0;362.47;0.00;34.44;Car;362.47;-11.20
825.00;90.00;Car.125;Lane_0;162.81;0.00;25.71;Car;162.81;-11.20
825.00;90.00;Car.126;Lane_0;40.14;0.00;12.17;Car;40.14;-11.20
825.00;90.00;FastCar.76;Lane_1;4509.93;0.00;34.65;FastCar;4509.93;-8.00
825.00;90.00;FastCar.77;Lane_1;4892.95;0.00;40.33;FastCar;4892.95;-8.00
825.00;90.00;FastCar.78;Lane_1;4626.30;0.00;38.57;FastCar;4626.30;-8.00
825.00;90.00;FastCar.79;Lane_2;4415.61;0.00;39.61;FastCar;4415.61;-4.80
825.00;90.00;FastCar.80;Lane_1;4326.14;0.00;39.71;FastCar;4326.14;-8.00
825.00;90.00;FastCar.81;Lane_1;4130.02;0.00;39.95;FastCar;4130.02;-8.00
825.00;90.00;FastCar.82;Lane_0;3894.88;0.00;40.18;FastCar;3894.88;-11.20
825.00;90.00;FastCar.83;Lane_0;3765.00;0.00;40.54;FastCar;3765.00;-11.20
825.00;90.00;FastCar.84;Lane_0;2774.75;0.00;33.48;FastCar;2774.75;-11.20
825.00;90.00;FastCar.85;Lane_1;2864.62;0.00;37.87;FastCar;2864.62;-8.00
825.00;90.00;FastCar.86;Lane_1;2502.03;0.00;39.00;FastCar;2502.03;-8.00
825.00;90.00;FastCar.87;Lane_1;2103.24;0.00;37.24;FastCar;2103.24;-8.00
825.00;90.00;FastCar.88;Lane_1;1548.64;0.00;39.94;FastCar;1548.64;-8.00
825.00;90.00;FastCar.89;Lane_1;1319.31;0.00;39.37;FastCar;1319.31;-8.00
825.00;90.00;FastCar.90;Lane_1;1001.14;0.00;36.30;FastCar;1001.14;-8.00
825.00;90.00;FastCar.91;Lane_0;743.90;0.00;31.64;FastCar;743.90;-11.20
825.00;90.00;FastCar.92;Lane_1;593.06;0.00;38.78;FastCar;593.06;-8.00
825.00;90.00;FastCar.93;Lane_1;306.07;0.00;36.05;FastCar;306.07;-8.00
825.00;90.00;FastCar.94;Lane_0;115.46;0.00;23.40;FastCar;115.46;-11.20
825.00;90.00;FastCar.95;Lane_0;11.98;0.00;5.57;FastCar;11.98;-11.20
825.00;90.00;SlowCar.26;Lane_0;4539.36;0.00;34.13;Car;4539.36;-11.20
825.00;90.00;SlowCar.27;Lane_0;3174.15;0.00;33.97;Car;3174.15;-11.20
825.00;90.00;SlowCar.28;Lane_0;2490.37;0.00;34.23;Car;2490.37;-11.20
825.00;90.00;SlowCar.29;Lane_0;1841.46;0.00;34.49;Car;1841.46;-11.20
826.00;90.00;Car.105;Lane_0;4884.49;0.00;34.50;Car;4884.49;-11.20
826.00;90.00;Car.106;Lane_0;4775.78;0.00;33.83;Car;4775.78;-11.20
826.00;90.00;Car.107;Lane_0;4365.67;0.00;33.65;Car;4365.67;-11.20
826.00;90.00;Car.108;Lane_0;4163.70;0.00;33.78;Car;4163.70;-11.20
826.00;90.00;Car.109;Lane_0;3543.22;0.00;31.13;Car;3543.22;-11.20
826.00;90.00;Car.110;Lane_1;3512.68;0.00;34.11;Car;3512.68;-8.00
826.00;90.00;Car.111;Lane_0;3075.59;0.00;33.76;Car;3075.59;-11.20
826.00;90.00;Car.112;Lane_0;2940.59;0.00;33.98;Car;2940.59;-11.20
826.00;90.00;Car.113;Lane_0;2722.52;0.00;34.30;Car;2722.52;-11.20
826.00;90.00;Car.114;Lane_0;2406.75;0.00;34.05;Car;2406.75;-11.20
826.00;90.00;Car.115;Lane_0;2306.23;0.00;34.25;Car;2306.23;-11.20
826.00;90.00;Car.116;Lane_0;2085.88;0.00;34.80;Car;2085.88;-11.20
826.00;90.00;Car.117;Lane_0;1756.58;0.00;34.89;Car;1756.58;-11.20
826.00;90.00;Car.118;Lane_0;1606.55;0.00;33.90;Car;1606.55;-11.20
826.00;90.00;Car.119;Lane_0;1507.87;0.00;34.20;Car;1507.87;-11.20
826.00;90.00;Car.120;Lane_0;1270.47;0.00;33.93;Car;1270.47;-11.20
826.00;90.00;Car.121;Lane_0;1067.92;0.00;35.07;Car;1067.92;-11.20
826.00;90.00;Car.122;Lane_0;832.55;0.00;33.33;Car;832.55;-11.20
826.00;90.00;Car.123;Lane_0;613.88;0.00;34.77;Car;613.88;-11.20
826.00;90.00;Car.124;Lane_0;397.39;0.00;34.92;Car;397.39;-11.20
826.00;90.00;Car.125;Lane_0;191.14;0.00;28.34;Car;191.14;-11.20
826.00;90.00;Car.126;Lane_0;54.10;0.00;13.96;Car;54.10;-11.20
826.00;90.00;FastCar.76;Lane_1;4545.25;0.00;35.32;FastCar;4545.25;-8.00
826.00;90.00;FastCar.77;Lane_1;4931.67;0.00;38.72;FastCar;4931.67;-8.00
826.00;90.00;FastCar.78;Lane_1;4664.88;0.00;38.58;FastCar;4664.88;-8.00
826.00;90.00;FastCar.79;Lane_2;4454.85;0.00;39.24;FastCar;4454.85;-4.80
826.00;90.00;FastCar.80;Lane_1;4366.05;0.00;39.92;FastCar;4366.05;-8.00
826.00;90.00;FastCar.81;Lane_1;4168.38;0.00;38.36;FastCar;4168.38;-8.00
826.00;90.00;FastCar.82;Lane_0;3934.75;0.00;39.87;FastCar;3934.75;-11.20
826.00;90.00;FastCar.83;Lane_0;3803.61;0.00;38.61;FastCar;3803.61;-11.20
826.00;90.00;FastCar.84;Lane_0;2808.87;0.00;34.12;FastCar;2808.87;-11.20
826.00;90.00;FastCar.85;Lane_1;2902.44;0.00;37.81;FastCar;2902.44;-8.00
826.00;90.00;FastCar.86;Lane_1;2542.08;0.00;40.05;FastCar;2542.08;-8.00
826.00;90.00;FastCar.87;Lane_1;2139.03;0.00;35.79;FastCar;2139.03;-8.00
826.00;90.00;FastCar.88;Lane_1;1588.27;0.00;39.63;FastCar;1588.27;-8.00
826.00;90.00;FastCar.89;Lane_1;1358.86;0.00;39.55;FastCar;1358.86;-8.00
826.00;90.00;FastCar.90;Lane_1;1037.15;0.00;36.02;FastCar;1037.15;-8.00
826.00;90.00;FastCar.91;Lane_0;777.95;0.00;34.04;FastCar;777.95;-11.20
826.00;90.00;FastCar.92;Lane_1;632.64;0.00;39.58;FastCar;632.64;-8.00
826.00;90.00;FastCar.93;Lane_1;341.17;0.00;35.10;FastCar;341.17;-8.00
826.00;90.00;FastCar.94;Lane_1;142.37;0.00;26.91;FastCar;142.37;-8.00
826.00;90.00;FastCar.95;Lane_0;21.06;0.00;9.08;FastCar;21.06;-11.20
826.00;90.00;SlowCar.26;Lane_0;4573.93;0.00;34.58;Car;4573.93;-11.20
826.00;90.00;SlowCar.27;Lane_0;3207.77;0.00;33.62;Car;3207.77;-11.20
826.00;90.00;SlowCar.28;Lane_0;2525.28;0.00;34.91;Car;2525.28;-11.20
826.00;90.00;SlowCar.29;Lane_0;1876.06;0.00;34.60;Car;1876.06;-11.20
826.00;90.00;SlowCar.30;Lane_0;3.10;0.00;0.00;Car;3.10;-11.20
827.00;90.00;Car.105;Lane_0;4918.84;0.00;34.34;Car;4918.84;-11.20
827.00;90.00;Car.106;Lane_0;4809.45;0.00;33.67;Car;4809.45;-11.20
827.00;90.00;Car.107;Lane_0;4400.33;0.00;34.66;Car;4400.33;-11.20
827.00;90.00;Car.108;Lane_0;4198.31;0.00;34.61;Car;4198.31;-11.20
827.00;90.00;Car.109;Lane_0;3573.60;0.00;30.38;Car;3573.60;-11.20
827.00;90.00;Car.110;Lane_1;3547.74;0.00;35.05;Car;3547.74;-8.00
827.00;90.00;Car.111;Lane_0;3110.62;0.00;35.03;Car;3110.62;-11.20
827.00;90.00;Car.112;Lane_0;2975.04;0.00;34.45;Car;2975.04;-11.20
827.00;90.00;Car.113;Lane_0;2757.19;0.00;34.67;Car;2757.19;-11.20
827.00;90.00;Car.114;Lane_0;2441.57;0.00;34.82;Car;2441.57;-11.20
827.00;90.00;Car.115;Lane_0;2341.12;0.00;34.90;Car;2341.12;-11.20
827.00;90.00;Car.116;Lane_0;2119.73;0.00;33.85;Car;2119.73;-11.20
827.00;90.00;Car.117;Lane_0;1791.54;0.00;34.96;Car;1791.54;-11.20
827.00;90.00;Car.118;Lane_0;1641.30;0.00;34.75;Car;1641.30;-11.20
827.00;90.00;Car.119;Lane_0;1541.73;0.00;33.86;Car;1541.73;-11.20
827.00;90.00;Car.120;Lane_0;1304.52;0.00;34.05;Car;1304.52;-11.20
827.00;90.00;Car.121;Lane_0;1102.66;0.00;34.74;Car;1102.66;-11.20
827.00;90.00;Car.122;Lane_0;864.94;0.00;32.39;Car;864.94;-11.20
827.00;90.00;Car.123;Lane_0;648.53;0.00;34.64;Car;648.53;-11.20
827.00;90.00;Car.124;Lane_0;431.54;0.00;34.16;Car;431.54;-11.20
827.00;90.00;Car.125;Lane_0;221.47;0.00;30.32;Car;221.47;-11.20
827.00;90.00;Car.126;Lane_0;70.98;0.00;16.88;Car;70.98;-11.20
827.00;90.00;FastCar.76;Lane_1;4580.48;0.00;35.23;FastCar;4580.48;-8.00
827.00;90.00;FastCar.77;Lane_1;4970.68;0.00;39.01;FastCar;4970.68;-8.00
827.00;90.00;FastCar.78;Lane_1;4704.26;0.00;39.38;FastCar;4704.26;-8.00
827.00;90.00;FastCar.79;Lane_2;4493.46;0.00;38.62;FastCar;4493.46;-4.80
827.00;90.00;FastCar.80;Lane_1;4406.59;0.00;40.54;FastCar;4406.59;-8.00
827.00;90.00;FastCar.81;Lane_1;4206.95;0.00;38.57;FastCar;4206.95;-8.00
827.00;90.00;FastCar.82;Lane_0;3974.47;0.00;39.72;FastCar;3974.47;-11.20
827.00;90.00;FastCar.83;Lane_0;3843.34;0.00;39.73;FastCar;3843.34;-11.20
827.00;90.00;FastCar.84;Lane_0;2841.25;0.00;32.38;FastCar;2841.25;-11.20
827.00;90.00;FastCar.85;Lane_1;2939.72;0.00;37.28;FastCar;2939.72;-8.00
827.00;90.00;FastCar.86;Lane_1;2581.49;0.00;39.41;FastCar;2581.49;-8.00
827.00;90.00;FastCar.87;Lane_1;2175.22;0.00;36.19;FastCar;2175.22;-8.00
827.00;90.00;FastCar.88;Lane_1;1627.09;0.00;38.82;FastCar;1627.09;-8.00
827.00;90.00;FastCar.89;Lane_1;1397.61;0.00;38.75;FastCar;1397.61;-8.00
827.00;90.00;FastCar.90;Lane_1;1072.83;0.00;35.67;FastCar;1072.83;-8.00
827.00;90.00;FastCar.91;Lane_0;812.41;0.00;34.47;FastCar;812.41;-11.20
827.00;90.00;FastCar.92;Lane_1;671.37;0.00;38.73;FastCar;671.37;-8.00
827.00;90.00;FastCar.93;Lane_1;376.11;0.00;34.94;FastCar;376.11;-8.00
827.00;90.00;FastCar.94;Lane_1;172.09;0.00;29.73;FastCar;172.09;-8.00
827.00;90.00;FastCar.95;Lane_0;33.39;0.00;12.33;FastCar;33.39;-11.20
827.00;90.00;SlowCar.26;Lane_0;4607.93;0.00;33.99;Car;4607.93;-11.20
827.00;90.00;SlowCar.27;Lane_0;3242.56;0.00;34.79;Car;3242.56;-11.20
827.00;90.00;SlowCar.28;Lane_0;2559.54;0.00;34.27;Car;2559.54;-11.20
827.00;90.00;SlowCar.29;Lane_0;1910.21;0.00;34.15;Car;1910.21;-11.20
827.00;90.00;SlowCar.30;Lane_0;5.85;0.00;2.75;Car;5.85;-11.20
828.00;90.00;Car.105;Lane_0;4953.77;0.00;34.93;Car;4953.77;-11.20
828.00;90.00;Car.106;Lane_0;4844.23;0.00;34.78;Car;4844.23;-11.20
828.00;90.00;Car.107;Lane_0;4434.51;0.00;34.18;Car;4434.51;-11.20
828.00;90.00;Car.108;Lane_0;4233.39;0.00;35.08;Car;4233.39;-11.20
828.00;90.00;Car.109;Lane_0;3603.45;0.00;29.86;Car;3603.45;-11.20
828.00;90.00;Car.110;Lane_1;3582.55;0.00;34.81;Car;3582.55;-8.00
828.00;90.00;Car.111;Lane_0;3145.33;0.00;34.71;Car;3145.33;-11.20
828.00;90.00;Car.112;Lane_0;3009.92;0.00;34.88;Car;3009.92;-11.20
828.00;90.00;Car.113;Lane_0;2790.91;0.00;33.72;Car;2790.91;-11.20
828.00;90.00;Car.114;Lane_0;2475.58;0.00;34.01;Car;2475.58;-11.20
828.00;90.00;Car.115;Lane_0;2375.21;0.00;34.09;Car;2375.21;-11.20
828.00;90.00;Car.116;Lane_0;2154.48;0.00;34.74;Car;2154.48;-11.20
828.00;90.00;Car.117;Lane_0;1826.34;0.00;34.81;Car;1826.34;-11.20
828.00;90.00;Car.118;Lane_0;1675.82;0.00;34.52;Car;1675.82;-11.20
828.00;90.00;Car.119;Lane_0;1576.03;0.00;34.30;Car;1576.03;-11.20
828.00;90.00;Car.120;Lane_0;1338.73;0.00;34.21;Car;1338.73;-11.20
828.00;90.00;Car.121;Lane_0;1136.46;0.00;33.80;Car;1136.46;-11.20
828.00;90.00;Car.122;Lane_0;898.29;0.00;33.36;Car;898.29;-11.20
828.00;90.00;Car.123;Lane_0;682.80;0.00;34.27;Car;682.80;-11.20
828.00;90.00;Car.124;Lane_0;466.26;0.00;34.71;Car;466.26;-11.20
828.00;90.00;Car.125;Lane_0;253.43;0.00;31.96;Car;253.43;-11.20
828.00;90.00;Car.126;Lane_0;89.72;0.00;18.74;Car;89.72;-11.20
828.00;90.00;FastCar.76;Lane_1;4615.77;0.00;35.29;FastCar;4615.77;-8.00
828.00;90.00;FastCar.78;Lane_1;4744.75;0.00;40.49;FastCar;4744.75;-8.00
828.00;90.00;FastCar.79;Lane_2;4533.87;0.00;40.41;FastCar;4533.87;-4.80
828.00;90.00;FastCar.80;Lane_1;4445.93;0.00;39.34;FastCar;4445.93;-8.00
828.00;90.00;FastCar.81;Lane_1;4247.00;0.00;40.05;FastCar;4247.00;-8.00
828.00;90.00;FastCar.82;Lane_0;4014.51;0.00;40.04;FastCar;4014.51;-11.20
828.00;90.00;FastCar.83;Lane_0;3883.78;0.00;40.44;FastCar;3883.78;-11.20
828.00;90.00;FastCar.84;Lane_0;2875.39;0.00;34.14;FastCar;2875.39;-11.20
828.00;90.00;FastCar.85;Lane_1;2977.15;0.00;37.43;FastCar;2977.15;-8.00
828.00;90.00;FastCar.86;Lane_1;2621.33;0.00;39.84;FastCar;2621.33;-8.00
828.00;90.00;FastCar.87;Lane_1;2211.40;0.00;36.18;FastCar;2211.40;-8.00
828.00;90.00;FastCar.88;Lane_1;1665.75;0.00;38.66;FastCar;1665.75;-8.00
828.00;90.00;FastCar.89;Lane_1;1436.64;0.00;39.04;FastCar;1436.64;-8.00
828.00;90.00;FastCar.90;Lane_1;1108.01;0.00;35.19;FastCar;1108.01;-8.00
828.00;90.00;FastCar.91;Lane_1;845.03;0.00;32.62;FastCar;845.03;-8.00
828.00;90.00;FastCar.92;Lane_1;710.01;0.00;38.64;FastCar;710.01;-8.00
828.00;90.00;FastCar.93;Lane_1;411.01;0.00;34.90;FastCar;411.01;-8.00
828.00;90.00;FastCar.94;Lane_1;204.53;0.00;32.44;FastCar;204.53;-8.00
828.00;90.00;FastCar.95;Lane_0;47.95;0.00;14.57;FastCar;47.95;-11.20
828.00;90.00;SlowCar.26;Lane_0;4641.95;0.00;34.03;Car;4641.95;-11.20
828.00;90.00;SlowCar.27;Lane_0;3277.35;0.00;34.79;Car;3277.35;-11.20
828.00;90.00;SlowCar.28;Lane_0;2594.11;0.00;34.57;Car;2594.11;-11.20
828.00;90.00;SlowCar.29;Lane_0;1944.33;0.00;34.12;Car;1944.33;-11.20
828.00;90.00;SlowCar.30;Lane_0;11.13;0.00;5.27;Car;11.13;-11.20
829.00;90.00;Car.105;Lane_0;4988.44;0.00;34.68;Car;4988.44;-11.20
829.00;90.00;Car.106;Lane_0;4878.21;0.00;33.97;Car;4878.21;-11.20
829.00;90.00;Car.107;Lane_0;4468.60;0.00;34.10;Car;4468.60;-11.20
829.00;90.00;Car.108;Lane_0;4267.37;0.00;33.97;Car;4267.37;-11.20
829.00;90.00;Car.109;Lane_0;3633.45;0.00;30.00;Car;3633.45;-11.20
829.00;90.00;Car.110;Lane_1;3617.44;0.00;34.89;Car;3617.44;-8.00
829.00;90.00;Car.111;Lane_0;3179.81;0.00;34.47;Car;3179.81;-11.20
829.00;90.00;Car.112;Lane_0;3044.71;0.00;34.79;Car;3044.71;-11.20
829.00;90.00;Car.113;Lane_0;2825.65;0.00;34.73;Car;2825.65;-11.20
829.00;90.00;Car.114;Lane_0;2510.34;0.00;34.76;Car;2510.34;-11.20
829.00;90.00;Car.115;Lane_0;2410.02;0.00;34.81;Car;2410.02;-11.20
829.00;90.00;Car.116;Lane_0;2188.29;0.00;33.82;Car;2188.29;-11.20
829.00;90.00;Car.117;Lane_0;1860.61;0.00;34.27;Car;1860.61;-11.20
829.00;90.00;Car.118;Lane_0;1710.68;0.00;34.86;Car;1710.68;-11.20
829.00;90.00;Car.119;Lane_0;1610.13;0.00;34.10;Car;1610.13;-11.20
829.00;90.00;Car.120;Lane_0;1372.64;0.00;33.91;Car;1372.64;-11.20
829.00;90.00;Car.121;Lane_0;1170.59;0.00;34.13;Car;1170.59;-11.20
829.00;90.00;Car.122;Lane_0;930.79;0.00;32.49;Car;930.79;-11.20
829.00;90.00;Car.123;Lane_0;716.74;0.00;33.94;Car;716.74;-11.20
829.00;90.00;Car.124;Lane_0;501.15;0.00;34.89;Car;501.15;-11.20
829.00;90.00;Car.125;Lane_0;287.86;0.00;34.43;Car;287.86;-11.20
829.00;90.00;Car.126;Lane_0;110.35;0.00;20.63;Car;110.35;-11.20
829.00;90.00;Car.127;Lane_0;3.10;0.00;0.00;Car;3.10;-11.20
829.00;90.00;FastCar.76;Lane_1;4650.35;0.00;34.58;FastCar;4650.35;-8.00
829.00;90.00;FastCar.78;Lane_1;4784.18;0.00;39.42;FastCar;4784.18;-8.00
829.00;90.00;FastCar.79;Lane_2;4572.62;0.00;38.75;FastCar;4572.62;-4.80
829.00;90.00;FastCar.80;Lane_1;4484.69;0.00;38.76;FastCar;4484.69;-8.00
829.00;90.00;FastCar.81;Lane_1;4287.12;0.00;40.12;FastCar;4287.12;-8.00
829.00;90.00;FastCar.82;Lane_0;4053.37;0.00;38.86;FastCar;4053.37;-11.20
829.00;90.00;FastCar.83;Lane_0;3923.50;0.00;39.72;FastCar;3923.50;-11.20
829.00;90.00;FastCar.84;Lane_0;2908.16;0.00;32.77;FastCar;2908.16;-11.20
829.00;90.00;FastCar.85;Lane_1;3014.33;0.00;37.18;FastCar;3014.33;-8.00
829.00;90.00;FastCar.86;Lane_1;2661.05;0.00;39.71;FastCar;2661.05;-8.00
829.00;90.00;FastCar.87;Lane_1;2248.56;0.00;37.16;FastCar;2248.56;-8.00
829.00;90.00;FastCar.88;Lane_1;1706.12;0.00;40.37;FastCar;1706.12;-8.00
829.00;90.00;FastCar.89;Lane_1;1477.02;0.00;40.37;FastCar;1477.02;-8.00
